x,y,phi_exact,dphi_dx,dphi_dy,laplacian
0.010101010101010102,0.36363636363636365,0.0479326002843273,4.738954325278856,-0.26096477915865407,-3.7846064217748294
0.010101010101010102,0.37373737373737376,0.045201857865234805,4.468973904408341,-0.27954071708156025,-3.568995642593096
0.010101010101010102,0.38383838383838387,0.042289103518233104,4.180998502921269,-0.2969910431989331,-3.339013777613415
0.010101010101010102,0.393939393939394,0.03920606587703902,3.8761876961202986,-0.313245491206482,-3.095586882635389
0.010101010101010102,0.4040404040404041,0.03596515924609476,3.555768849543347,-0.32823861017898665,-2.839695151849092
0.010101010101010102,0.4141414141414142,0.032579433612545346,3.221032176795745,-0.34191002811807253,-2.5723689709390087
0.010101010101010102,0.42424242424242425,0.029062522098546296,2.873325544315422,-0.35420469504894087,-2.294684768084554
0.010101010101010102,0.43434343434343436,0.02542858606549245,2.514049043990485,-0.36507310468718723,-2.0077606795637104
0.010101010101010102,0.4444444444444445,0.021692258091213876,2.144649355483343,-0.37447149378313566,-1.7127520474128857
0.010101010101010102,0.4545454545454546,0.01786858304974933,1.7666139209622982,-0.3823620183409997,-1.4108467672722935
0.010101010101010102,0.4646464646464647,0.013972957530948456,1.3814649556969107,-0.38871290600329644,-1.1032605051494686
0.010101010101010102,0.4747474747474748,0.01002106784383875,0.99075331863438,-0.39349858398691584,-0.7912318023613278
0.010101010101010102,0.48484848484848486,0.006028826853395412,0.5960522676379242,-0.3966997820556931,-0.4760170883654165
0.010101010101010102,0.494949494949495,0.0020123099050502647,0.1989511245326187,-0.3983036101148483,-0.1588856215619184
0.010101010101010102,0.5050505050505051,-0.0020123099050502777,-0.19895112453261996,-0.3983036101148483,0.15888562156191943
0.010101010101010102,0.5151515151515152,-0.006028826853395424,-0.5960522676379254,-0.3966997820556931,0.47601708836541745
0.010101010101010102,0.5252525252525253,-0.01002106784383879,-0.990753318634384,-0.3934985839869158,0.791231802361331
0.010101010101010102,0.5353535353535354,-0.013972957530948469,-1.381464955696912,-0.3887129060032964,1.1032605051494695
0.010101010101010102,0.5454545454545455,-0.01786858304974934,-1.7666139209622993,-0.3823620183409997,1.4108467672722944
0.010101010101010102,0.5555555555555556,-0.021692258091213886,-2.144649355483344,-0.37447149378313566,1.7127520474128866
0.010101010101010102,0.5656565656565657,-0.025428586065492493,-2.5140490439904886,-0.3650731046871871,2.007760679563714
0.010101010101010102,0.5757575757575758,-0.029062522098546307,-2.873325544315423,-0.35420469504894087,2.294684768084555
0.010101010101010102,0.5858585858585859,-0.03257943361254533,-3.2210321767957435,-0.3419100281180726,2.572368970939008
0.010101010101010102,0.595959595959596,-0.035965159246094794,-3.55576884954335,-0.32823861017898653,2.8396951518490945
0.010101010101010102,0.6060606060606061,-0.03920606587703904,-3.8761876961203003,-0.313245491206482,3.09558688263539
0.010101010101010102,0.6161616161616162,-0.04228910351823311,-4.18099850292127,-0.29699104319893305,3.339013777613416
0.010101010101010102,0.6262626262626263,-0.04520185786523482,-4.468973904408342,-0.2795407170815602,3.5689956425930975
0.010101010101010102,0.6363636363636365,-0.04793260028432733,-4.738954325278859,-0.2609647791586539,3.7846064217748325
0.010101010101010102,0.6464646464646465,-0.050470335039587394,-4.98985264966587,-0.24133802817596872,3.9849779266493295
0.010101010101010102,0.6565656565656566,-0.052804843568833325,-5.220658598570081,-0.22073949413257207,4.16930333188634
